entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,label,anomaly_type,event_id
u_00105,user,2026-01-16 04:27:00,51.116.135.4,United Kingdom,fileshare,password,5.83,download > login > logout > login > search > search,android-41-8f:28:62:c1:45:21,normal,none,evt_002037
e_00084,edge_device,2026-01-16 04:39:00,88.131.29.204,Germany,vpn_gateway,certificate,14.59,logout > logout > logout > logout,linux-43-1e:28:ea:00:52:ea,normal,none,evt_002038
u_00105,user,2026-01-16 05:18:00,51.89.181.29,United Kingdom,source_repo,password,6.17,search > search > read_file,android-41-8f:28:62:c1:45:21,normal,none,evt_002039
u_00233,user,2026-01-16 05:19:00,45.37.6.136,Singapore,fileshare,token,14.3,read_file > logout > read_file > login,win-52-c8:d1:b1:be:10:57,normal,none,evt_002040
e_00235,edge_device,2026-01-16 05:33:00,34.53.51.59,United States,iot_hub,certificate,9.99,telemetry_push > logout > heartbeat > logout,android-71-ac:88:06:63:bb:cf,normal,none,evt_002041
u_00035,user,2026-01-16 05:41:00,51.188.157.82,United Kingdom,mailbox,biometric,14.47,login > read_file > download > logout,ios-98-06:aa:22:a6:9f:17,normal,none,evt_002042
u_00021,user,2026-01-16 05:56:00,51.77.254.112,United Kingdom,ticketing_portal,token,12.21,search > logout > logout > read_file,win-68-f6:de:46:74:87:3f,normal,none,evt_002043
u_00092,user,2026-01-16 06:02:00,51.125.217.219,United Kingdom,fileshare,biometric,11.99,read_file > logout > download > logout,linux-15-52:b7:f9:84:66:70,normal,none,evt_002044
u_00021,user,2026-01-16 06:04:00,51.9.178.173,United Kingdom,ticketing_portal,token,7.83,download > read_file > login > login > download > search,win-68-f6:de:46:74:87:3f,normal,none,evt_002045
u_00126,user,2026-01-16 06:14:00,103.50.157.30,India,fileshare,certificate,9.78,download > read_file > search > search,win-86-9e:a6:dd:9f:f2:20,normal,none,evt_002046
u_00164,user,2026-01-16 06:14:00,45.219.176.31,Singapore,source_repo,token,13.47,download > search > read_file > read_file > read_file > search,ios-21-6e:30:88:d9:fc:72,normal,none,evt_002047
u_00239,user,2026-01-16 06:23:00,51.230.213.94,United Kingdom,mailbox,biometric,9.76,read_file > download > login > logout,linux-25-34:c6:2f:c5:7f:fd,normal,none,evt_002048
u_00075,user,2026-01-16 06:42:00,51.253.144.71,United Kingdom,vpn_gateway,biometric,11.12,search > read_file > login > download,win-28-6e:be:74:05:35:fa,normal,none,evt_002049
u_00085,user,2026-01-16 06:44:00,45.28.37.93,Singapore,source_repo,biometric,0.5,logout > logout > logout > login > download,linux-51-d6:27:d4:eb:ae:57,normal,none,evt_002050
u_00162,user,2026-01-16 06:47:00,51.172.228.77,United Kingdom,admin_panel,biometric,13.28,read_file > logout > logout > login,win-56-57:a3:b8:dc:66:ee,normal,none,evt_002051
u_00174,user,2026-01-16 07:01:00,45.201.100.252,Singapore,fileshare,password,13.28,search > download > logout > login > login > login,android-38-d7:09:72:cd:f3:40,normal,none,evt_002052
u_00105,user,2026-01-16 07:03:00,51.206.33.140,United Kingdom,fileshare,password,6.24,logout > search > search > login > login > read_file,android-41-8f:28:62:c1:45:21,normal,none,evt_002053
u_00244,user,2026-01-16 07:04:00,45.49.123.98,Singapore,ticketing_portal,token,10.07,search > download > download,linux-63-9b:1e:47:3e:a3:54,normal,none,evt_002054
u_00202,user,2026-01-16 07:22:00,103.155.76.25,India,admin_panel,token,11.47,download > download > download > search,android-94-11:06:67:be:14:4b,normal,none,evt_002055
u_00033,user,2026-01-16 07:27:00,45.40.43.118,Singapore,fileshare,token,14.63,read_file > logout > read_file > login > logout > search,win-73-d8:f3:6c:1e:45:d9,normal,none,evt_002056
u_00152,user,2026-01-16 07:49:00,45.10.94.82,Singapore,vpn_gateway,biometric,16.64,logout > logout > logout > logout,ios-20-73:0f:a3:4f:33:04,normal,none,evt_002057
u_00164,user,2026-01-16 07:55:00,45.244.65.53,Singapore,fileshare,token,9.01,read_file > logout > logout,ios-21-6e:30:88:d9:fc:72,normal,none,evt_002058
u_00220,user,2026-01-16 08:00:00,45.217.64.41,Singapore,vpn_gateway,token,13.35,download > read_file > logout > search,win-14-e7:f2:d4:41:a1:89,normal,none,evt_002059
u_00026,user,2026-01-16 08:01:00,45.182.161.184,Singapore,ticketing_portal,token,12.4,logout > login > logout > read_file,ios-66-3f:44:0f:23:6f:7a,normal,none,evt_002060
u_00011,user,2026-01-16 08:03:00,103.67.209.218,India,ticketing_portal,password,8.83,search > search > download,android-61-72:58:9c:97:4b:05,normal,none,evt_002061
u_00209,user,2026-01-16 08:11:00,103.247.135.47,India,mailbox,token,12.07,read_file > read_file > download > logout > search,ios-29-ca:b1:c0:77:e4:63,normal,none,evt_002062
u_00063,user,2026-01-16 08:13:00,103.188.135.63,India,source_repo,biometric,10.1,login > logout > download > search > read_file,linux-85-1c:a2:62:c7:0f:e5,normal,none,evt_002063
u_00207,user,2026-01-16 08:18:00,51.210.112.21,United Kingdom,fileshare,biometric,13.94,download > login > login,android-61-22:73:b1:f7:d9:19,normal,none,evt_002064
u_00061,user,2026-01-16 08:20:00,45.75.120.242,Singapore,source_repo,token,12.24,search > read_file > search > search > download > logout,android-86-79:f3:fe:96:ac:41,normal,none,evt_002065
u_00061,user,2026-01-16 08:30:00,45.169.65.21,Singapore,ticketing_portal,token,11.65,login > login > login,android-86-79:f3:fe:96:ac:41,normal,none,evt_002066
u_00138,user,2026-01-16 08:35:00,51.18.247.231,United Kingdom,vpn_gateway,token,9.02,login > download > read_file,ios-36-37:2b:39:31:bf:0e,normal,none,evt_002067
u_00177,user,2026-01-16 08:41:00,51.187.35.211,United Kingdom,mailbox,biometric,8.49,logout > logout > download > logout,linux-75-19:18:c8:d5:f1:53,normal,none,evt_002068
u_00130,user,2026-01-16 08:42:00,51.249.42.66,United Kingdom,source_repo,token,21.96,download > read_file > logout > download,ios-78-a1:4d:59:6f:a9:c7,normal,none,evt_002069
u_00233,user,2026-01-16 08:43:00,45.162.130.122,Singapore,fileshare,token,17.58,download > download > login > login,win-52-c8:d1:b1:be:10:57,normal,none,evt_002070
u_00233,user,2026-01-16 08:45:00,45.31.39.133,Singapore,mailbox,token,10.34,read_file > download > read_file > logout > search,win-52-c8:d1:b1:be:10:57,normal,none,evt_002071
u_00073,user,2026-01-16 08:55:00,103.237.40.194,India,source_repo,biometric,9.5,login > login > logout > read_file > logout > download,android-24-ae:78:26:5c:f6:43,normal,none,evt_002072
u_00033,user,2026-01-16 09:03:00,45.173.227.192,Singapore,source_repo,token,14.01,read_file > download > search,win-73-d8:f3:6c:1e:45:d9,normal,none,evt_002073
u_00010,user,2026-01-16 09:16:00,45.176.229.52,Singapore,fileshare,password,16.2,login > login > search > logout > search,ios-18-a6:a0:15:c1:6a:c9,normal,none,evt_002074
u_00224,user,2026-01-16 09:17:00,51.105.162.226,United Kingdom,source_repo,token,10.79,download > read_file > logout,ios-52-d3:5e:8b:28:9e:42,normal,none,evt_002075
u_00232,user,2026-01-16 09:21:00,51.63.145.224,United Kingdom,fileshare,token,7.96,login > logout > login,win-60-ce:64:e5:9b:11:bd,normal,none,evt_002076
u_00139,user,2026-01-16 09:26:00,103.111.228.231,India,mailbox,password,9.82,download > search > login > search,android-91-e9:c4:23:4c:ad:ff,normal,none,evt_002077
u_00180,user,2026-01-16 09:27:00,51.29.63.250,United Kingdom,iot_hub,biometric,4.63,logout > search > login > search > search > read_file,ios-96-42:e1:81:b9:dc:29,normal,none,evt_002078
u_00057,user,2026-01-16 09:28:00,51.152.192.170,United Kingdom,vpn_gateway,password,9.83,read_file > login > login > search > login,linux-87-30:ad:15:ac:57:73,normal,none,evt_002079
u_00069,user,2026-01-16 09:35:00,51.152.234.54,United Kingdom,ticketing_portal,biometric,18.38,search > logout > login > search,ios-83-51:1f:e3:25:98:3c,normal,none,evt_002080
u_00077,user,2026-01-16 09:42:00,103.131.230.194,India,fileshare,token,13.98,read_file > search > logout > read_file > logout > search,ios-31-32:19:79:c0:95:e1,normal,none,evt_002081
u_00025,user,2026-01-16 09:50:00,103.49.215.204,India,ticketing_portal,biometric,15.67,logout > login > download,android-31-fa:52:cd:94:c7:a0,normal,none,evt_002082
u_00171,user,2026-01-16 09:52:00,51.219.29.76,United Kingdom,ticketing_portal,biometric,6.38,login > login > logout,ios-74-2e:d9:86:78:b9:82,normal,none,evt_002083
u_00027,user,2026-01-16 09:54:00,45.205.101.101,Singapore,ticketing_portal,password,9.61,login > search > search,ios-80-f2:ab:ea:da:7b:c5,normal,none,evt_002084
u_00004,user,2026-01-16 09:56:00,51.192.117.107,United Kingdom,vpn_gateway,password,12.27,read_file > search > search > download,android-80-c7:aa:78:b4:46:c7,normal,none,evt_002085
u_00131,user,2026-01-16 10:01:00,51.149.135.103,United Kingdom,vpn_gateway,certificate,8.65,logout > login > search > search > read_file,ios-29-99:be:59:21:63:32,normal,none,evt_002086
u_00164,user,2026-01-16 10:08:00,34.64.71.38,United States,vpn_gateway,token,13.91,login > search > search > download,ios-21-6e:30:88:d9:fc:72,normal,none,evt_002087
u_00228,user,2026-01-16 10:11:00,103.229.106.199,India,ticketing_portal,token,14.3,download > login > read_file > search > download > logout,android-91-e6:59:e0:e8:f5:59,normal,none,evt_002088
u_00101,user,2026-01-16 10:14:00,45.253.122.189,Singapore,vpn_gateway,password,5.64,download > logout > login > read_file > login > download,linux-83-8d:89:74:d1:0b:17,normal,none,evt_002089
u_00099,user,2026-01-16 10:18:00,103.66.129.155,India,database,biometric,7.23,login > logout > search > search > search,android-83-ef:6a:65:52:3c:bf,normal,none,evt_002090
u_00159,user,2026-01-16 10:21:00,45.92.135.33,Singapore,source_repo,biometric,10.44,search > search > logout > read_file,linux-39-7e:8e:77:f7:f6:83,normal,none,evt_002091
u_00241,user,2026-01-16 10:28:00,45.23.231.183,Singapore,ticketing_portal,password,11.98,login > logout > logout > logout > read_file,ios-82-fd:48:29:4c:cc:38,normal,none,evt_002092
u_00061,user,2026-01-16 10:30:00,45.239.13.216,Singapore,ticketing_portal,password,11.14,logout > search > download > search > download,android-86-79:f3:fe:96:ac:41,normal,none,evt_002093
u_00061,user,2026-01-16 10:36:00,45.204.101.69,Singapore,mailbox,password,16.76,read_file > search > search > login,android-86-79:f3:fe:96:ac:41,normal,none,evt_002094
u_00118,user,2026-01-16 10:37:00,51.252.220.88,United Kingdom,vpn_gateway,token,11.06,logout > login > download,ios-65-ab:1d:60:ca:9e:22,normal,none,evt_002095
u_00187,user,2026-01-16 10:40:00,51.99.106.154,United Kingdom,ticketing_portal,biometric,9.32,download > login > logout,android-98-72:c5:09:17:46:a7,normal,none,evt_002096
u_00011,user,2026-01-16 10:43:00,103.152.62.207,India,mailbox,password,6.25,download > search > read_file > logout,android-61-72:58:9c:97:4b:05,normal,none,evt_002097
u_00079,user,2026-01-16 10:51:00,103.3.209.234,India,source_repo,biometric,9.38,read_file > read_file > download > search > read_file,linux-94-96:12:68:23:f0:4d,normal,none,evt_002098
u_00162,user,2026-01-16 10:58:00,51.144.171.170,United Kingdom,ticketing_portal,password,14.72,download > read_file > download > download,win-56-57:a3:b8:dc:66:ee,normal,none,evt_002099
u_00133,user,2026-01-16 11:04:00,51.153.210.124,United Kingdom,fileshare,password,12.7,read_file > login > search > search,linux-21-b5:8c:d4:b4:26:11,normal,none,evt_002100
u_00005,user,2026-01-16 11:26:00,103.135.222.106,India,fileshare,biometric,13.81,download > search > login,ios-61-a2:90:8d:17:8f:cb,normal,none,evt_002101
u_00111,user,2026-01-16 11:31:00,45.215.154.122,Singapore,source_repo,biometric,7.77,read_file > download > search,ios-41-aa:68:70:6e:cc:a2,normal,none,evt_002102
u_00054,user,2026-01-16 11:33:00,103.8.201.51,India,source_repo,token,10.26,read_file > logout > read_file,ios-17-38:8e:8a:cd:44:ec,normal,none,evt_002103
u_00111,user,2026-01-16 11:40:00,45.3.140.80,Singapore,source_repo,biometric,7.7,logout > search > search,ios-41-aa:68:70:6e:cc:a2,normal,none,evt_002104
u_00147,user,2026-01-16 11:43:00,103.232.47.170,India,ticketing_portal,biometric,11.14,read_file > search > search,android-81-3f:c6:bc:4a:ad:40,normal,none,evt_002105
u_00008,user,2026-01-16 11:44:00,103.200.72.47,India,vpn_gateway,token,5.41,logout > logout > logout > read_file,linux-20-56:f6:5d:e8:7e:b3,normal,none,evt_002106
u_00216,user,2026-01-16 11:53:00,103.197.136.51,India,source_repo,biometric,12.22,search > download > read_file > login,android-97-3c:f1:1b:39:56:09,normal,none,evt_002107
u_00087,user,2026-01-16 11:58:00,51.176.8.189,United Kingdom,source_repo,token,10.59,login > download > search > search > download > download,win-92-a5:51:69:b9:b8:76,normal,none,evt_002108
u_00201,user,2026-01-16 12:18:00,51.20.89.170,United Kingdom,vpn_gateway,token,22.21,login > read_file > read_file,ios-89-9e:fe:d3:14:64:62,normal,none,evt_002109
u_00232,user,2026-01-16 12:19:00,51.5.136.153,United Kingdom,mailbox,biometric,7.65,logout > login > logout > logout,win-60-ce:64:e5:9b:11:bd,normal,none,evt_002110
u_00201,user,2026-01-16 12:27:00,51.232.49.21,United Kingdom,database,token,12.01,login > login > login > download,ios-89-9e:fe:d3:14:64:62,normal,none,evt_002111
u_00010,user,2026-01-16 12:28:00,45.239.125.121,Singapore,ticketing_portal,password,17.56,read_file > logout > download > download,ios-18-a6:a0:15:c1:6a:c9,normal,none,evt_002112
u_00166,user,2026-01-16 12:35:00,103.2.126.203,India,mailbox,password,14.86,logout > download > search > login,ios-89-20:02:8c:2d:98:e7,normal,none,evt_002113
u_00088,user,2026-01-16 12:42:00,103.102.236.79,India,source_repo,password,14.04,download > search > login,ios-61-0a:fc:73:4a:e4:bf,normal,none,evt_002114
u_00211,user,2026-01-16 12:50:00,103.96.7.235,India,vpn_gateway,biometric,15.18,logout > read_file > logout > read_file > download,android-23-e6:ed:b9:1b:11:0e,normal,none,evt_002115
u_00163,user,2026-01-16 13:29:00,51.164.20.11,United Kingdom,source_repo,token,10.72,login > download > logout > download,android-61-cc:f5:44:09:52:a3,normal,none,evt_002116
u_00020,user,2026-01-16 14:20:00,103.87.20.116,India,mailbox,token,11.37,read_file > download > logout > search,linux-85-04:a9:1b:49:d4:40,normal,none,evt_002117
u_00163,user,2026-01-16 14:35:00,51.4.184.245,United Kingdom,source_repo,token,10.64,download > login > login > download > search > login,android-61-cc:f5:44:09:52:a3,normal,none,evt_002118
u_00158,user,2026-01-16 14:44:00,43.192.193.213,Japan,mailbox,token,11.79,login > download > read_file > logout > read_file,android-52-8a:7f:15:9e:b8:ed,normal,none,evt_002119
u_00113,user,2026-01-16 14:59:00,103.17.191.18,India,mailbox,biometric,8.33,logout > read_file > login,ios-57-41:86:d3:f8:ed:2e,normal,none,evt_002120
u_00218,user,2026-01-16 15:51:00,51.218.7.59,United Kingdom,mailbox,biometric,13.5,download > login > read_file > read_file,android-73-46:d8:0d:99:f0:a8,normal,none,evt_002121
u_00133,user,2026-01-16 16:24:00,88.123.216.142,Germany,fileshare,password,14.73,search > search > search > search > login,linux-21-b5:8c:d4:b4:26:11,normal,none,evt_002122
u_00086,user,2026-01-16 16:53:00,103.232.185.134,India,mailbox,biometric,12.56,download > login > read_file > search,win-57-70:49:a3:c1:00:8d,normal,none,evt_002123
u_00158,user,2026-01-16 17:34:00,103.28.102.174,India,ticketing_portal,token,13.35,login > logout > login > download > logout > logout,android-52-8a:7f:15:9e:b8:ed,normal,none,evt_002124
e_00030,edge_device,2026-01-16 21:10:00,103.200.145.140,India,database,token,3.51,heartbeat > connect > telemetry_push,win-60-02:92:79:77:ad:85,normal,none,evt_002125
e_00150,edge_device,2026-01-16 21:54:00,88.38.144.62,Germany,vpn_gateway,token,12.99,telemetry_push > heartbeat > heartbeat,linux-14-73:59:d1:dd:c0:07,normal,none,evt_002126
s_00214,service_account,2026-01-16 22:25:00,103.90.5.210,India,ticketing_portal,token,1.85,read_config > auth > auth,ios-19-45:d8:87:f9:df:8e,normal,none,evt_002127
e_00191,edge_device,2026-01-16 22:39:00,103.204.142.142,India,iot_hub,certificate,12.59,logout > read_sensor > read_sensor > read_sensor,linux-74-42:0f:56:99:2e:d0,normal,none,evt_002128
e_00156,edge_device,2026-01-16 23:55:00,88.117.156.189,Germany,vpn_gateway,biometric,7.91,telemetry_push > connect > telemetry_push > read_sensor,ios-90-1c:4b:fc:91:3f:4a,normal,none,evt_002129
e_00121,edge_device,2026-01-17 00:07:00,88.111.247.74,Germany,admin_panel,token,12.14,read_sensor > connect > heartbeat > read_sensor,win-10-d5:ef:27:b8:88:11,normal,none,evt_002130
s_00214,service_account,2026-01-17 00:30:00,103.102.225.100,India,source_repo,token,1.85,read_config > read_config > read_config > logout > write_log > read_config,ios-19-45:d8:87:f9:df:8e,normal,none,evt_002131
e_00083,edge_device,2026-01-17 00:41:00,103.253.94.141,India,api_gateway,certificate,10.06,heartbeat > logout > connect,ios-83-6f:5c:21:5c:20:2e,normal,none,evt_002132
s_00007,service_account,2026-01-17 00:44:00,103.197.20.154,India,source_repo,token,2.77,auth > write_log > read_config,win-72-76:b7:29:e6:80:f0,normal,none,evt_002133
s_00212,service_account,2026-01-17 00:44:00,34.229.234.177,United States,ticketing_portal,token,10.81,write_log > api_call > auth > api_call > read_config > auth,win-95-0f:96:30:aa:69:6f,normal,none,evt_002134
s_00197,service_account,2026-01-17 01:01:00,34.85.48.76,United States,database,certificate,14.02,auth > auth > auth > write_log,win-18-71:8f:07:20:b4:c0,normal,none,evt_002135
s_00062,service_account,2026-01-17 01:01:00,34.242.239.126,United States,api_gateway,certificate,8.75,read_config > read_config > auth > logout,android-55-ef:6e:23:09:f0:f5,normal,none,evt_002136
e_00156,edge_device,2026-01-17 01:06:00,88.35.181.118,Germany,api_gateway,certificate,9.83,logout > telemetry_push > heartbeat > read_sensor > heartbeat,ios-90-1c:4b:fc:91:3f:4a,normal,none,evt_002137
s_00249,service_account,2026-01-17 01:22:00,103.127.182.105,India,ticketing_portal,token,10.9,read_config > read_config > auth > auth,linux-70-86:36:51:86:1a:6a,normal,none,evt_002138
s_00200,service_account,2026-01-17 01:25:00,5.35.254.222,UAE,source_repo,token,7.73,auth > logout > auth > auth,ios-90-01:f4:ba:fc:f2:50,normal,none,evt_002139
s_00007,service_account,2026-01-17 01:25:00,103.108.233.53,India,ticketing_portal,token,7.51,read_config > api_call > write_log > read_config > write_log,win-72-76:b7:29:e6:80:f0,normal,none,evt_002140
e_00009,edge_device,2026-01-17 02:15:00,103.130.96.71,India,fileshare,certificate,6.06,logout > logout > telemetry_push > telemetry_push > telemetry_push,linux-90-20:74:b4:33:b8:4e,normal,none,evt_002141
u_00109,user,2026-01-17 02:15:00,51.40.188.84,United Kingdom,fileshare,biometric,13.83,download > read_file > login > search > search,win-82-b1:86:24:ff:71:0b,normal,none,evt_002142
s_00249,service_account,2026-01-17 02:18:00,103.145.239.14,India,database,token,6.28,read_config > logout > api_call > auth > read_config,linux-70-86:36:51:86:1a:6a,normal,none,evt_002143
u_00067,user,2026-01-17 02:21:00,103.219.25.63,India,mailbox,token,10.79,logout > read_file > logout > read_file > read_file > search,ios-89-c5:fe:db:4a:41:3f,normal,none,evt_002144
s_00145,service_account,2026-01-17 02:25:00,103.156.67.160,India,api_gateway,token,12.64,auth > logout > auth,win-86-de:8a:4e:19:9e:89,normal,none,evt_002145
e_00044,edge_device,2026-01-17 02:31:00,103.20.85.237,India,api_gateway,token,8.28,telemetry_push > heartbeat > logout > telemetry_push > telemetry_push,win-34-90:55:7c:2c:bb:50,normal,none,evt_002146
e_00039,edge_device,2026-01-17 02:58:00,88.175.181.13,Germany,vpn_gateway,password,5.58,logout > read_sensor > heartbeat > heartbeat > heartbeat,win-62-75:8b:c8:41:a2:df,normal,none,evt_002147
e_00052,edge_device,2026-01-17 03:01:00,88.239.197.241,Germany,api_gateway,token,1.46,read_sensor > telemetry_push > connect > heartbeat > logout > connect,linux-95-9f:c8:75:dd:12:1d,normal,none,evt_002148
u_00092,user,2026-01-17 03:05:00,51.103.51.144,United Kingdom,fileshare,biometric,10.46,search > search > logout > login > download,linux-15-52:b7:f9:84:66:70,normal,none,evt_002149
s_00178,service_account,2026-01-17 03:12:00,103.128.66.158,India,ticketing_portal,certificate,15.22,api_call > read_config > auth > api_call > write_log > read_config,ios-13-5d:71:f5:8c:89:25,normal,none,evt_002150
s_00065,service_account,2026-01-17 03:24:00,103.128.146.120,India,database,certificate,5.66,logout > read_config > read_config > read_config > logout,linux-39-3a:be:54:3f:ee:7b,normal,none,evt_002151
s_00188,service_account,2026-01-17 03:31:00,34.179.36.138,United States,database,certificate,6.87,read_config > api_call > api_call > api_call > api_call,linux-85-0a:a8:72:76:43:f8,normal,none,evt_002152
u_00166,user,2026-01-17 03:40:00,51.142.153.151,United Kingdom,mailbox,password,9.43,search > read_file > search > search > read_file > download,ios-89-20:02:8c:2d:98:e7,normal,none,evt_002153
e_00237,edge_device,2026-01-17 03:40:00,103.100.103.131,India,iot_hub,token,6.05,telemetry_push > telemetry_push > read_sensor > logout > logout > heartbeat,android-69-69:6d:2a:41:bd:d7,normal,none,evt_002154
e_00024,edge_device,2026-01-17 03:57:00,88.6.24.88,Germany,vpn_gateway,certificate,16.56,read_sensor > telemetry_push > heartbeat > read_sensor,ios-60-f2:6a:48:0c:01:5f,normal,none,evt_002155
s_00070,service_account,2026-01-17 03:58:00,103.123.236.114,India,api_gateway,token,9.45,api_call > api_call > api_call > auth,ios-98-93:95:63:20:92:e5,normal,none,evt_002156
e_00058,edge_device,2026-01-17 04:19:00,5.172.195.36,UAE,api_gateway,certificate,1.97,heartbeat > heartbeat > read_sensor,ios-15-64:7e:ea:38:7f:58,normal,none,evt_002157
s_00062,service_account,2026-01-17 04:22:00,34.235.228.8,United States,ticketing_portal,certificate,6.59,read_config > read_config > write_log > api_call > write_log,android-55-ef:6e:23:09:f0:f5,normal,none,evt_002158
e_00002,edge_device,2026-01-17 04:22:00,88.67.68.66,Germany,api_gateway,certificate,10.97,telemetry_push > heartbeat > telemetry_push,ios-70-ec:be:5d:f7:69:53,normal,none,evt_002159
s_00143,service_account,2026-01-17 04:43:00,103.233.53.120,India,ticketing_portal,token,9.67,api_call > write_log > write_log > api_call > logout > read_config,win-31-4a:31:cb:36:e8:89,normal,none,evt_002160
e_00107,edge_device,2026-01-17 04:46:00,103.5.172.227,India,api_gateway,certificate,1.8,connect > heartbeat > logout > read_sensor > telemetry_push > telemetry_push,win-29-e4:19:6a:34:1a:6c,normal,none,evt_002161
e_00107,edge_device,2026-01-17 04:55:00,103.63.133.109,India,iot_hub,certificate,2.15,read_sensor > telemetry_push > connect > logout,win-29-e4:19:6a:34:1a:6c,normal,none,evt_002162
u_00023,user,2026-01-17 05:09:00,103.18.226.187,India,vpn_gateway,password,9.74,read_file > read_file > read_file > download > read_file,linux-62-84:ae:cd:64:d4:51,normal,none,evt_002163
e_00107,edge_device,2026-01-17 05:13:00,103.102.254.88,India,api_gateway,certificate,2.68,logout > read_sensor > telemetry_push,win-29-e4:19:6a:34:1a:6c,normal,none,evt_002164
s_00134,service_account,2026-01-17 05:16:00,5.232.33.241,UAE,api_gateway,token,13.08,read_config > auth > auth > logout > read_config,win-26-2d:3b:77:57:64:b8,normal,none,evt_002165
u_00152,user,2026-01-17 05:17:00,45.234.16.104,Singapore,vpn_gateway,biometric,15.83,login > download > download > logout > search > login,ios-20-73:0f:a3:4f:33:04,normal,none,evt_002166
u_00061,user,2026-01-17 05:17:00,45.113.246.159,Singapore,ticketing_portal,token,13.55,search > read_file > read_file > read_file > download > login,android-86-79:f3:fe:96:ac:41,normal,none,evt_002167
e_00206,edge_device,2026-01-17 05:55:00,88.169.158.77,Germany,iot_hub,token,6.6,logout > logout > logout > connect > connect > read_sensor,android-33-d3:6b:0f:5d:59:85,normal,none,evt_002168
u_00111,user,2026-01-17 06:13:00,45.117.138.127,Singapore,vpn_gateway,biometric,5.48,login > search > download > read_file > search > download,ios-41-aa:68:70:6e:cc:a2,normal,none,evt_002169
e_00115,edge_device,2026-01-17 06:15:00,103.235.171.117,India,vpn_gateway,token,3.95,telemetry_push > connect > heartbeat > heartbeat > read_sensor > heartbeat,android-88-fd:5f:d9:90:0e:45,normal,none,evt_002170
u_00051,user,2026-01-17 06:17:00,45.56.112.202,Singapore,mailbox,token,11.68,read_file > logout > search > logout > search > download,win-63-91:01:6a:47:2b:b3,normal,none,evt_002171
s_00188,service_account,2026-01-17 06:25:00,34.89.169.62,United States,ticketing_portal,certificate,11.3,api_call > auth > api_call > logout > auth > read_config,linux-85-0a:a8:72:76:43:f8,normal,none,evt_002172
u_00106,user,2026-01-17 06:27:00,45.228.254.1,Singapore,ticketing_portal,password,12.83,read_file > logout > download > download > read_file,android-67-c7:2c:d6:e3:18:78,normal,none,evt_002173
e_00206,edge_device,2026-01-17 06:32:00,88.170.52.45,Germany,vpn_gateway,token,10.18,telemetry_push > logout > read_sensor > heartbeat,android-33-d3:6b:0f:5d:59:85,normal,none,evt_002174
u_00067,user,2026-01-17 06:34:00,103.253.226.11,India,fileshare,token,10.78,download > read_file > login > download,ios-89-c5:fe:db:4a:41:3f,normal,none,evt_002175
u_00092,user,2026-01-17 06:35:00,51.131.153.6,United Kingdom,fileshare,biometric,10.73,download > download > login > login > logout,linux-15-52:b7:f9:84:66:70,normal,none,evt_002176
u_00207,user,2026-01-17 06:47:00,51.64.218.34,United Kingdom,fileshare,biometric,16.68,read_file > search > read_file > logout,android-61-22:73:b1:f7:d9:19,normal,none,evt_002177
u_00106,user,2026-01-17 06:48:00,45.58.236.237,Singapore,ticketing_portal,password,13.26,login > download > logout > logout > search,android-67-c7:2c:d6:e3:18:78,normal,none,evt_002178
u_00222,user,2026-01-17 06:56:00,103.68.106.41,India,source_repo,token,6.48,login > read_file > search > download > read_file > login,linux-58-8b:3e:7f:1b:a4:c2,normal,none,evt_002179
u_00071,user,2026-01-17 07:07:00,103.72.74.20,India,fileshare,password,12.44,download > download > logout > login,linux-96-d6:30:04:0d:98:28,normal,none,evt_002180
u_00014,user,2026-01-17 07:07:00,45.75.160.121,Singapore,mailbox,biometric,9.17,download > login > read_file > search > read_file,linux-50-ce:f6:51:33:f3:a2,normal,none,evt_002181
u_00177,user,2026-01-17 07:08:00,51.196.37.23,United Kingdom,mailbox,biometric,10.79,login > logout > download > search > logout > logout,linux-75-19:18:c8:d5:f1:53,normal,none,evt_002182
s_00022,service_account,2026-01-17 07:14:00,5.54.173.125,UAE,api_gateway,token,12.91,api_call > read_config > api_call > write_log > auth,win-38-4f:ec:24:ea:eb:99,normal,none,evt_002183
e_00184,edge_device,2026-01-17 07:16:00,103.11.153.168,India,api_gateway,password,13.3,telemetry_push > logout > read_sensor > read_sensor > connect,ios-49-9c:59:03:12:ed:9a,normal,none,evt_002184
u_00185,user,2026-01-17 07:20:00,103.128.243.131,India,fileshare,password,24.87,login > read_file > search > read_file > search > logout,android-43-6b:62:fa:56:57:53,anomaly,low_and_slow,evt_002185
u_00098,user,2026-01-17 07:20:00,103.226.175.240,India,mailbox,password,11.5,login > logout > download > read_file,android-19-18:ae:ba:1e:fa:52,normal,none,evt_002186
u_00138,user,2026-01-17 07:21:00,51.102.29.30,United Kingdom,vpn_gateway,token,9.3,search > read_file > download > logout > search > read_file,ios-36-37:2b:39:31:bf:0e,normal,none,evt_002187
u_00224,user,2026-01-17 07:25:00,51.177.35.138,United Kingdom,mailbox,token,12.64,logout > download > download > download,ios-52-d3:5e:8b:28:9e:42,normal,none,evt_002188
u_00033,user,2026-01-17 07:44:00,45.72.193.109,Singapore,source_repo,token,14.66,download > download > logout > search > read_file > download,win-73-d8:f3:6c:1e:45:d9,normal,none,evt_002189
